company_name,company_domain,lead_rows
Crate and Barrel,crateandbarrel.com,17
Daimler AG,www.daimler.com,17
Dataiku,dataiku.com,17
Deciphera Pharmaceuticals,deciphera.com,17
Deerfield Management,deerfield.com,17
Deliveroo,deliveroo.co.uk,17
Dimensional Fund Advisors,dimensional.com,17
Dufry Group,www.dufry.com,17
"EILEEN FISHER, INC.",eileenfisher.com,17
ESPN,espncareers.com,17
Elm Company,elm.sa,17
Emirates NBD,emiratesnbd.com,17
Enfusion,enfusion.com,17
Eni,eni.com,17
Enquero,genpact.com,17
Esko,esko.com,17
F.LLI BONO S.P.A.,www.bonoflli.it,17
Financial Conduct Authority,fca.org.uk,17
Financial Times,ft.com,17
First Midwest Bank,oldnational.com,17
Florida Crystals,floridacrystals.com,17
Fujitsu,fujitsu.com,17
Gen Re,genre.com,17
General Dynamics Ordnance and Tactical Systems,gd-ots.com,17
Geveke,www.geveke.com,17
GoPro,gopro.com,17
GoodRx,goodrx.com,17
Greater Toronto Airports Authority,www.torontopearson.com,17
Green Thumb Industries (GTI),gtigrows.com,17
HUMAN,humansecurity.com,17
"Halozyme, Inc.",www.halozyme.com,17
Horsa,horsa.com,17
IDFC FIRST Bank,idfcfirstbank.com,17
IHS Towers,ihstowers.com,17
"IMA Financial Group, Inc.",imacorp.com,17
Incedo Inc.,incedoinc.com,17
Incyte,incyte.com,17
Ingram Micro,www.ingrammicro.com,17
Intercope,intercope.com,17
"Interface Engineering, Inc.",interfaceengineering.com,17
Jamf,jamf.com,17
Johnson Controls,www.johnsoncontrols.com,17
Kasasa,www.kasasa.com,17
Konecranes,konecranes.com,17
LendingTree,lendingtree.com,17
Linklaters,linklaters.com,17
Logitech,www.logitech.com,17
Loyalty Expert,www.loyaltycompany.com,17
M&T Bank,www3.mtb.com,17
MRI Software,mrisoftware.com,17
Monster Energy,monsterenergy.com,17
NFU Mutual,nfumutual.co.uk,17
National Bank of Greece,nbg.gr,17
National Renewable Energy Laboratory,nrel.gov,17
North Carolina State University,ncsu.edu,17
Northbridge Financial Corporation,nbfc.com,17
Optiver,optiver.com,17
PKO Bank Polski,pkobp.pl,17
PNB MetLife India Insurance Co. Ltd,pnbmetlife.com,17
PT Bank Sinarmas Tbk,banksinarmas.com,17
Perfios,perfios.com,17
Persistent Systems,persistent.com,17
Planned Parenthood Federation of America,plannedparenthood.org,17
Qatar Islamic Bank (QIB),qib.com.qa,17
Quality Bicycle Products,qbp.com,17
Quiksilver,www.quiksilver.com,17
RLI Insurance Company,rlicorp.com,17
Raymond James,www.raymondjames.com,17
SailPoint,sailpoint.com,17
Sendcloud,sendcloud.com,17
Serrala,serrala.com,17
Shure Incorporated,shure.com,17
SolarWinds,solarwinds.com,17
Spreetail,www.spreetail.com,17
Stephens,www.stephens.com,17
Sterling Capital Management LLC,sterlingcapital.com,17
Suzano,suzano.com.br,17
Symetra,symetra.com,17
Syngenta,syngenta.com,17
TD Securities,tdsecurities.com,17
Team Velocity,teamvelocitymarketing.com,17
The Honest Company,honest.com,17
The RealReal,careers.therealreal.com,17
Tyson Foods,tyson.com,17
"Upgrade, Inc.",upgrade.com,17
Vera Bradley,verabradley.com,17
Veronica Beard,veronicabeard.com,17
Vertex Pharmaceuticals,global.vrtx.com,17
Visa,visa.com,17
Wells Enterprises,wellsenterprisesinc.com,17
Western Union,westernunion.com,17
Xceedance,xceedance.com,17
Yext,yext.com,17
choreograph,choreograph.com,17
pharosIQ,pharosiq.com,17
ADIENT SEATING,adient.com,16
AFEX,corpay.com,16
AXA,axa.com,16
Aavas Financiers Ltd,aavas.in,16
Acima,www.acima.com,16
Age UK,www.ageuk.org.uk,16
Air Lease,airleasecorp.com,16
Air Products,airproducts.com,16
Alicorp,alicorp.com.pe,16
Allianz Global Investors,allianzgi.com,16
Altasciences,altasciences.com,16
American Bankers Association,aba.com,16
American Signature Inc.,www.americansignaturefurniture.com,16
Arab Bank,www.arabbank.com,16
Ardent Mills,ardentmills.com,16
Arhaus,arhaus.com,16
Ariat International,ariat.com,16
AutoScout24,autoscout24.de,16
BLUE ORIGIN,www.blueorigin.com,16
BNY,bnymellon.com,16
BPM LLP,bpm.com,16
BSA,bsalifestructures.com,16
Banco Davivienda,davivienda.com,16
Bank of Baroda,www.bankofbaroda.co.in,16
Bank of Ireland,bankofireland.com,16
Baskervill,baskervill.com,16
Bayer,www.bayer.com,16
"Bayview Asset Management, LLC",www.bayview.com,16
Belfius,www.belfius.be,16
Black & Veatch,bv.com,16
BlackLine,blackline.jp,16
Blue Mantis,bluemantis.com,16
Buckeye Partners,buckeye.com,16
CPS,www.cps.com,16
Canada Life,canadalife.co.uk,16
Canvas Credit Union,canvas.org,16
Centric Software,centricsoftware.com,16
Channable,channable.com,16
Cherry Bekaert,cbh.com,16
Circle,circle.com,16
Clemson University,go.tig.rs,16
Coastal Credit Union,www.coastal24.com,16
Computacenter,www.computacenter.com,16
Conduent,conduent.com,16
Consorzio del formaggio Parmigiano Reggiano,www.parmigianoreggiano.it,16
"Coriant, Inc.",infinera.com,16
Cushing Terrell,cushingterrell.com,16
"Dragos, Inc.",dragos.com,16
Dun & Bradstreet,dnb.com,16
EDF Renewables North America,edf-re.com,16
Ecolab,ecolab.com,16
Edenred,edenred.com,16
Einstein Hospital Israelita,einstein.br,16
EllisDon,ellisdon.com,16
Engle Martin,englemartin.com,16
Evolutio Empowering the cloud,evolutio.com,16
Fashion Nova,fashionnova.com,16
Fedbank Financial Services Ltd - Fedfina,fedfina.com,16
"FibroGen, Inc.",www.fibrogen.com,16
First Bank Richmond,www.firstbankrichmond.com,16
Four Seasons Hotel Boston,fourseasons.com,16
GAINSCO,gainsco.com,16
GRAPHISOFT,graphisoft.com,16
Genworth,genworth.com,16
Gigamon,gigamon.com,16
GlobalSign,globalsign.com,16
GoCardless,gocardless.com,16
Gordon Brothers,gordonbrothers.com,16
Groupe BPCE,groupebpce.com,16
GuidePoint Security,guidepointsecurity.com,16
HDFC securities,hdfcsec.com,16
HHM Hotels,hhmhotels.com,16
Hargreaves Lansdown,hl.co.uk,16
"HigherEchelon, Inc.",higherechelon.com,16
Hootsuite,hootsuite.com,16
Huawei,huawei.com,16
ING Belgium,www.ing.be,16
Infineon Technologies,infineon.com,16
Infobip,infobip.com,16
Infogain,infogain.com,16
Infovista,infovista.com,16
Inmac wstore,inmac-wstore.com,16
Inogen,provider.inogen.com,16
JOWA AG,www.jowa.ch,16
KKR,kkr.com,16
KLA,kla.com,16
KPMG Bosnia and Herzegovina,home.kpmg.com,16
Kayne Anderson,www.kayneanderson.com,16
KeHE & DPI Specialty Foods,dpispecialtyfoods.com,16
Keyfactor,keyfactor.com,16
Klarna,klarna.com,16
Komerční banka,kb.cz,16
Lessonly (now Seismic Learning),seismic.com,16
MS Amlin,msamlin.com,16
MagMutual,magmutual.com,16
Magellan Health,magellanhealth.com,16
Managed Solutions Pty Ltd,www.mansol.net.au,16
Manulife Financial Advisers Pte Ltd,manulifefa.com.sg,16
Massmart,massmart.co.za,16
Medica,medica.com,16
Mercado Libre,careers-meli.mercadolibre.com,16
Montage International,www.montageinternational.com,16
Mutual of America Financial Group,mutualofamerica.com,16
Northwood Hospitality,northwoodinvestors.com,16
Nova Systems Europe,www.novasystems.com,16
OUTRIGGER Hospitality Group,outrigger.com,16
OVHcloud,www.ovhcloud.com,16
Omnicom Media Group,www.omnicommediagroup.com,16
Ortho Clinical Diagnostics,www.quidelortho.com,16
Own Company,owndata.com,16
Oxford Properties Group,oxfordproperties.com,16
Parkland Corporation,parkland.ca,16
Payoneer,payoneer.com,16
Paysafe,paysafe.com,16
Phoenix Group,thephoenixgroup.com,16
Procore Technologies,procore.com,16
Proximus,www.proximus.com,16
Q4,q4inc.com,16
RIOS,rios.com,16
ROLEX,www.rolex.com,16
Raiffeisen Bank International AG,rbinternational.com,16
Rapid7,rapid7.com,16
Raymond James Ltd.,www.raymondjames.ca,16
Raytheon,www.rtx.com,16
Royal Cyber Inc.,royalcyber.com,16
SITA,sita.aero,16
STIB-MIVB,stib-mivb.be,16
SYSPRO,us.syspro.com,16
Sainsbury's,sainsburys.co.uk,16
Sammons Financial Group Companies,sammonsfinancialgroup.com,16
Schroders,schroders.com,16
Seeberger,www.seeberger.de,16
Sequoia Capital,sequoiacap.com,16
Shelter UK,www.shelter.org.uk,16
Signant Health,signanthealth.com,16
SimCorp,simcorp.com,16
Smith+Nephew,smith-nephew.com,16
"Snyder's-Lance, Inc.",www.snyderslance.com,16
Softtek,softtek.com,16
SonicWall,sonicwall.com,16
Sopra Steria,soprasteria.com,16
Sound Transit,soundtransit.org,16
Southwest Airlines,southwest.com,16
Sphera,sphera.com,16
Stone Point Capital,stonepoint.com,16
SunTec Business Solutions,suntecgroup.com,16
Suntex Marinas,suntex.com,16
TCS,tcs.com,16
TOMS,toms.com,16
TPG Angelo Gordon,angelogordon.com,16
TXOne Networks,txone.com,16
Tangerine,tangerine.io,16
Tavant,tavant.com,16
Texas Christian University,tcu.edu,16
Texas Farm Bureau Insurance Companies,txfb-ins.com,16
The Bancorp,thebancorp.com,16
Thinkproject,thinkproject.com,16
Tiger Analytics,tigeranalytics.com,16
Trianz,trianz.com,16
Twilio,twilio.com,16
Unum,unum.com,16
Vena Solutions,venasolutions.com,16
Visma Finland,visma.fi,16
Vitol,www.vitol.com,16
Voya Investment Management,investments.voya.com,16
WebEngage,webengage.com,16
Zimperium,zimperium.com,16
Zoom,zoom.us,16
iRobot,irobot.com,16
kate spade new york,katespade.com,16
Énergir,energir.com,16
ABBYY,abbyy.com,15
"ADS, Inc.",adspipe.com,15
ASTELLAS PHARMA LTD.,astellas.com,15
Aditya Birla Group,adityabirla.com,15
Aegea Saneamento,aegea.com.br,15
Aflac,aflac.com,15
"Alera Group, Inc.",aleragroup.com,15
Alexander Wang LLC,alexanderwang.com,15
Allied World,www.alliedworldinsurance.com,15
Alnylam Pharmaceuticals,alnylam.com,15
AngloGold Ashanti,anglogoldashanti.com,15
Ann & Robert H. Lurie Children's Hospital of Chicago,luriechildrens.org,15
Ares Management Corporation,www.aresmgmt.com,15
Associated Bank,associatedbank.com,15
Assured Guaranty,assuredguaranty.com,15
Athletics,mlb.com,15
Attain Partners,attainpartners.com,15
Aurora Loan Services,nice.com,15
Axcess Financial,www.axcess-financial.com,15
Axis Communications,www.axis.com,15
BAT,bat.com,15
BC Ferries,bcferries.com,15
BMW Group,www.bmwgroup.com,15
Banco de la Provincia de Buenos Aires,bancoprovincia.com.ar,15
Bharti AXA Life Insurance,bhartiaxa.com,15
BioCatch,biocatch.com,15
Birdeye,birdeye.com,15
Boise State University,boisestate.edu,15
Bourne Leisure Ltd,www.bournecareers.co.uk,15
Braze,braze.com,15
Brigham Young University,byu.edu,15
Brother USA,www.brother-usa.com,15
C3 AI,c3.ai,15
CI Financial,www.cifinancial.com,15
CIM Group,www.cimgroup.com,15
CISO Global,www.ciso.inc,15
CRISPR Therapeutics,crisprtx.com,15
CUNA Mutual Group,trustage.com,15
Carta,carta.com,15
Cenlar FSB,cenlar.com,15
Chainlink Labs,chainlinklabs.com,15
Checkmarx,checkmarx.com,15
Chime,chime.com,15
Cisco Meraki,meraki.cisco.com,15
Citrix,www.citrix.com,15
"Clark Nexsen, A JMT Company",clarknexsen.com,15
"Coborn's, Inc.",cobornsinc.com,15
Coinbase,coinbase.com,15
Coldwater Creek,coldwatercreek.com,15
ConnectWise,connectwise.com,15
"Connor, Clark & Lunn Financial Group (CC&L)",www.cclgroup.com,15
"Consensus, a Target company",target.com,15
Cornell University,cornell.edu,15
Cricut,cricut.com,15
Dana-Farber Cancer Institute,www.dana-farber.org,15
David Yurman,davidyurman.com,15
Derivco,derivco.com,15
Dewberry,dewberry.com,15
Diamond Hill,diamond-hill.com,15
DoubleVerify,doubleverify.com,15
Dow,dow.com,15
Dropbox,www.dropbox.com,15
"EMD Serono, Inc.",www.emdserono.com,15
ENGIE Italia,www.engie.it,15
Eli Lilly and Company,www.lilly.com,15
Emburse,emburse.com,15
Enbridge,enbridge.com,15
Engen,www.engen.co.za,15
Eskom Holdings SOC Ltd,eskom.co.za,15
Essity,www.essity.com,15
Etteplan,etteplan.com,15
Exactech,exac.com,15
EyeCare Partners,eyecare-partners.com,15
Financial Engines,financialengines.com,15
GEP Worldwide,gep.com,15
GPA,gpabr.com,15
GTMfund,www.gtmfund.com,15
GoTo Foods,www.gotofoods.com,15
Grandpoint Bank,ppbi.com,15
Haventree Bank,haventreebank.com,15
HealthEquity,healthequity.com,15
Herbert Smith Freehills,herbertsmithfreehills.com,15
Hines,www.hines.com,15
ICAEW,icaew.com,15
ICBC (Insurance Corporation of British Columbia),icbc.com,15
IQVIA,iqvia.com,15
IU Health Bloomington Hospital,iuhealth.org,15
Imperva,imperva.com,15
Infineon Technologies,www.infineon.com,15
Infinx,infinx.com,15
InfoCamere,infocamere.it,15
InfoVision Inc.,infovision.com,15
Information Security Media Group (ISMG),ismg.io,15
Insight Partners,insightpartners.com,15
Integral Ad Science,integralads.com,15
Intermedia Cloud Communications,www.intermedia.com,15
Ipsos,ipsos.com,15
JEM Managed IT Services,www.jem.com.au,15
Jedox,jedox.com,15
Johns Hopkins All Children's Hospital,hopkinsmedicine.org,15
Julius Baer,www.juliusbaer.com,15
KTGY,ktgy.com,15
Karyopharm Therapeutics Inc.,karyopharm.com,15
Kesko - K-Group,kesko.fi,15
KinderCare Learning Companies,www.kcecareers.com,15
Kirkland's,kirklands.com,15
Legal & General,legalandgeneral.com,15
LendingClub,lendingclub.com,15
Lentra,lentra.ai,15
Life360,life360.com,15
LiveRamp,liveramp.com,15
MFS Investment Management,mfs.com,15
MIG,migcom.com,15
Marks and Spencer,marksandspencer.com,15
Marqeta,marqeta.com,15
